"soimoistdept_l"|"soimoistdept_r"|"soimoistdept_h"|"soimoistdepb_l"|"soimoistdepb_r"|"soimoistdepb_h"|"soimoiststat"|"comonthkey"|"cosoilmoistkey"
20|30|40|50|97|98|"Moist"|253290487|160369865
50|97|98|102|132|152|"Moist"|253290487|160369866
102|132|152|203|203|203|"Moist"|253290487|160369867
0|0|0|10|13|18|"Moist"|253290480|160369828
10|13|18|20|30|40|"Moist"|253290480|160369829
20|30|40|50|97|98|"Moist"|253290480|160369830
50|97|98|102|132|152|"Moist"|253290480|160369831
102|132|152|203|203|203|"Moist"|253290480|160369832
0|0|0|61|81|123|"Moist"|253289138|160368760
127|173|178|203|203|203|"Moist"|253289138|160368762
61|81|123|127|173|178|"Wet"|253289138|160368761
0|0|0|61|81|123|"Moist"|253289141|160368771
127|173|178|203|203|203|"Moist"|253289141|160368769
61|81|123|127|173|178|"Wet"|253289141|160368770
0|0|0|61|81|123|"Moist"|253289137|160368758
127|173|178|203|203|203|"Moist"|253289137|160368759
61|81|123|127|173|178|"Wet"|253289137|160368757
127|173|178|203|203|203|"Moist"|253289142|160368772
0|0|0|61|81|123|"Moist"|253289142|160368773
61|81|123|127|173|178|"Moist"|253289142|160368774
61|81|123|127|173|178|"Moist"|253289134|160368750
0|0|0|61|81|123|"Moist"|253289134|160368749
127|173|178|203|203|203|"Moist"|253289134|160368748
127|173|178|203|203|203|"Moist"|253289139|160368763
61|81|123|127|173|178|"Moist"|253289139|160368764
0|0|0|61|81|123|"Moist"|253289139|160368765
0|0|0|61|81|123|"Moist"|253289140|160368766
61|81|123|127|173|178|"Moist"|253289140|160368767
127|173|178|203|203|203|"Moist"|253289140|160368768
0|0|0|61|81|123|"Moist"|253289145|160368783
61|81|123|127|173|178|"Moist"|253289145|160368782
127|173|178|203|203|203|"Moist"|253289145|160368781
127|173|178|203|203|203|"Moist"|253289135|160368751
61|81|123|127|173|178|"Moist"|253289135|160368752
0|0|0|61|81|123|"Moist"|253289135|160368753
0|0|0|61|81|123|"Moist"|253289143|160368775
61|81|123|127|173|178|"Moist"|253289143|160368776
127|173|178|203|203|203|"Moist"|253289143|160368777
127|173|178|203|203|203|"Moist"|253289144|160368778
0|0|0|61|81|123|"Moist"|253289144|160368779
61|81|123|127|173|178|"Moist"|253289144|160368780
0|0|0|61|81|123|"Moist"|253289136|160368754
61|81|123|127|173|178|"Moist"|253289136|160368755
127|173|178|203|203|203|"Moist"|253289136|160368756
0|0|0|8|18|23|"Moist"|253290794|160370201
8|18|23|26|53|79|"Moist"|253290794|160370202
26|53|79|61|71|91|"Moist"|253290794|160370203
61|71|91|203|203|203|"Wet"|253290794|160370200
0|0|0|8|18|23|"Moist"|253290793|160370196
8|18|23|26|53|79|"Moist"|253290793|160370198
26|53|79|61|71|91|"Moist"|253290793|160370199
61|71|91|203|203|203|"Wet"|253290793|160370197
0|0|0|8|18|23|"Moist"|253290797|160370212
8|18|23|26|53|79|"Moist"|253290797|160370214
26|53|79|61|71|91|"Moist"|253290797|160370215
61|71|91|203|203|203|"Wet"|253290797|160370213
0|0|0|8|18|23|"Moist"|253290790|160370184
8|18|23|26|53|79|"Moist"|253290790|160370186
26|53|79|61|71|91|"Moist"|253290790|160370187
61|71|91|203|203|203|"Wet"|253290790|160370185
8|18|23|26|53|79|"Moist"|253290798|160370218
26|53|79|61|71|91|"Moist"|253290798|160370219
0|0|0|8|18|23|"Moist"|253290798|160370216
61|71|91|203|203|203|"Wet"|253290798|160370217
0|0|0|8|18|23|"Moist"|253290796|160370208
8|18|23|26|53|79|"Moist"|253290796|160370209
26|53|79|61|71|91|"Moist"|253290796|160370210
61|71|91|203|203|203|"Moist"|253290796|160370211
0|0|0|8|18|23|"Moist"|253290795|160370204
61|71|91|203|203|203|"Moist"|253290795|160370205
8|18|23|26|53|79|"Moist"|253290795|160370206
26|53|79|61|71|91|"Moist"|253290795|160370207
0|0|0|8|18|23|"Moist"|253290791|160370188
61|71|91|203|203|203|"Moist"|253290791|160370189
8|18|23|26|53|79|"Moist"|253290791|160370190
26|53|79|61|71|91|"Moist"|253290791|160370191
26|53|79|61|71|91|"Moist"|253290801|160370231
8|18|23|26|53|79|"Moist"|253290801|160370230
61|71|91|203|203|203|"Moist"|253290801|160370229
0|0|0|8|18|23|"Moist"|253290801|160370228
0|0|0|8|18|23|"Moist"|253290800|160370224
61|71|91|203|203|203|"Moist"|253290800|160370225
8|18|23|26|53|79|"Moist"|253290800|160370226
26|53|79|61|71|91|"Moist"|253290800|160370227
0|0|0|8|18|23|"Moist"|253290799|160370220
61|71|91|203|203|203|"Moist"|253290799|160370221
8|18|23|26|53|79|"Moist"|253290799|160370222
26|53|79|61|71|91|"Moist"|253290799|160370223
26|53|79|61|71|91|"Moist"|253290792|160370195
8|18|23|26|53|79|"Moist"|253290792|160370194
0|0|0|8|18|23|"Moist"|253290792|160370192
61|71|91|203|203|203|"Wet"|253290792|160370193
0|0|0|5|20|30|"Moist"|253293308|160371302
5|20|30|112|145|155|"Moist"|253293308|160371303
112|145|155|203|203|203|"Moist"|253293308|160371304
0|0|0|5|20|30|"Moist"|253293309|160371305
5|20|30|112|145|155|"Moist"|253293309|160371306
112|145|155|203|203|203|"Moist"|253293309|160371307
112|145|155|203|203|203|"Moist"|253293301|160371283
0|0|0|5|20|30|"Moist"|253293301|160371281
5|20|30|112|145|155|"Wet"|253293301|160371282
112|145|155|203|203|203|"Moist"|253293305|160371295
0|0|0|5|20|30|"Moist"|253293305|160371293
5|20|30|112|145|155|"Wet"|253293305|160371294
0|0|0|5|20|30|"Moist"|253293300|160371278
112|145|155|203|203|203|"Moist"|253293300|160371280
5|20|30|112|145|155|"Wet"|253293300|160371279
0|0|0|5|20|30|"Moist"|253293303|160371287
5|20|30|112|145|155|"Moist"|253293303|160371288
112|145|155|203|203|203|"Moist"|253293303|160371289
0|0|0|5|20|30|"Moist"|253293302|160371284
5|20|30|112|145|155|"Moist"|253293302|160371285
112|145|155|203|203|203|"Moist"|253293302|160371286
0|0|0|5|20|30|"Moist"|253293299|160371275
5|20|30|112|145|155|"Moist"|253293299|160371276
112|145|155|203|203|203|"Moist"|253293299|160371277
0|0|0|5|20|30|"Moist"|253293298|160371272
5|20|30|112|145|155|"Moist"|253293298|160371273
112|145|155|203|203|203|"Moist"|253293298|160371274
0|0|0|5|20|30|"Moist"|253293304|160371290
5|20|30|112|145|155|"Moist"|253293304|160371291
112|145|155|203|203|203|"Moist"|253293304|160371292
0|0|0|5|20|30|"Moist"|253293306|160371296
5|20|30|112|145|155|"Moist"|253293306|160371297
112|145|155|203|203|203|"Moist"|253293306|160371298
0|0|0|5|20|30|"Moist"|253293307|160371299
5|20|30|112|145|155|"Moist"|253293307|160371300
112|145|155|203|203|203|"Moist"|253293307|160371301
0|0|0|12|18|25|"Moist"|253289162|160368800
12|18|25|51|61|100|"Moist"|253289162|160368801
51|61|100|110|127|170|"Moist"|253289162|160368802
110|127|170|203|213|213|"Moist"|253289162|160368803
0|0|0|12|18|25|"Moist"|253289165|160368812
12|18|25|51|61|100|"Moist"|253289165|160368813
51|61|100|110|127|170|"Moist"|253289165|160368814
110|127|170|203|213|213|"Moist"|253289165|160368815
0|0|0|12|18|25|"Moist"|253289161|160368796
12|18|25|51|61|100|"Moist"|253289161|160368797
51|61|100|110|127|170|"Moist"|253289161|160368798
110|127|170|203|213|213|"Moist"|253289161|160368799
110|127|170|203|213|213|"Moist"|253289166|160368819
51|61|100|110|127|170|"Moist"|253289166|160368818
12|18|25|51|61|100|"Moist"|253289166|160368817
0|0|0|12|18|25|"Moist"|253289166|160368816
0|0|0|12|18|25|"Moist"|253289158|160368784
12|18|25|51|61|100|"Moist"|253289158|160368785
51|61|100|110|127|170|"Moist"|253289158|160368786
110|127|170|203|213|213|"Moist"|253289158|160368787
51|61|100|110|127|170|"Moist"|253289163|160368804
110|127|170|203|213|213|"Moist"|253289163|160368805
0|0|0|12|18|25|"Moist"|253289163|160368806
12|18|25|51|61|100|"Moist"|253289163|160368807
0|0|0|12|18|25|"Moist"|253289164|160368808
12|18|25|51|61|100|"Moist"|253289164|160368809
51|61|100|110|127|170|"Moist"|253289164|160368810
110|127|170|203|213|213|"Moist"|253289164|160368811
51|61|100|110|127|170|"Moist"|253289169|160368828
110|127|170|203|213|213|"Moist"|253289169|160368829
0|0|0|12|18|25|"Moist"|253289169|160368830
12|18|25|51|61|100|"Moist"|253289169|160368831
51|61|100|110|127|170|"Moist"|253289159|160368788
110|127|170|203|213|213|"Moist"|253289159|160368789
0|0|0|12|18|25|"Moist"|253289159|160368790
12|18|25|51|61|100|"Moist"|253289159|160368791
0|0|0|12|18|25|"Moist"|253289167|160368820
12|18|25|51|61|100|"Moist"|253289167|160368821
51|61|100|110|127|170|"Moist"|253289167|160368822
110|127|170|203|213|213|"Moist"|253289167|160368823
0|0|0|12|18|25|"Moist"|253289168|160368824
12|18|25|51|61|100|"Moist"|253289168|160368825
51|61|100|110|127|170|"Moist"|253289168|160368826
110|127|170|203|213|213|"Moist"|253289168|160368827
0|0|0|12|18|25|"Moist"|253289160|160368792
12|18|25|51|61|100|"Moist"|253289160|160368793
51|61|100|110|127|170|"Moist"|253289160|160368794
110|127|170|203|213|213|"Moist"|253289160|160368795
0|0|0|30|38|46|"Moist"|253292443|160371027
30|38|46|183|183|183|"Wet"|253292443|160371026
0|0|0|30|38|46|"Moist"|253292441|160371025
30|38|46|183|183|183|"Wet"|253292441|160371024
0|0|0|30|38|46|"Moist"|253292439|160371022
30|38|46|183|183|183|"Wet"|253292439|160371023
0|0|0|30|38|46|"Moist"|253292445|160371028
30|38|46|183|183|183|"Wet"|253292445|160371029
0|0|0|46|54|61|"Moist"|253287218|160367607
46|54|61|183|183|183|"Wet"|253287218|160367608
0|0|0|46|54|61|"Moist"|253287217|160367605
46|54|61|183|183|183|"Wet"|253287217|160367606
0|0|0|46|54|61|"Moist"|253287221|160367609
46|54|61|183|183|183|"Wet"|253287221|160367610
127|173|178|203|203|203|"Moist"|253293974|160372164
0|0|0|61|81|123|"Moist"|253293974|160372165
61|81|123|127|173|178|"Wet"|253293974|160372166
127|173|178|203|203|203|"Moist"|253293973|160372161
0|0|0|61|81|123|"Moist"|253293973|160372162
61|81|123|127|173|178|"Wet"|253293973|160372163
127|173|178|203|203|203|"Moist"|253293970|160372152
0|0|0|61|81|123|"Moist"|253293970|160372153
61|81|123|127|173|178|"Moist"|253293970|160372154
127|173|178|203|203|203|"Moist"|253293977|160372173
0|0|0|61|81|123|"Moist"|253293977|160372174
61|81|123|127|173|178|"Wet"|253293977|160372175
127|173|178|203|203|203|"Moist"|253293978|160372176
0|0|0|61|81|123|"Moist"|253293978|160372177
61|81|123|127|173|178|"Moist"|253293978|160372178
127|173|178|203|203|203|"Moist"|253293976|160372170
0|0|0|61|81|123|"Moist"|253293976|160372171
61|81|123|127|173|178|"Moist"|253293976|160372172
127|173|178|203|203|203|"Moist"|253293971|160372155
0|0|0|61|81|123|"Moist"|253293971|160372156
61|81|123|127|173|178|"Moist"|253293971|160372157
61|81|123|127|173|178|"Moist"|253293975|160372169
0|0|0|61|81|123|"Moist"|253293975|160372168
127|173|178|203|203|203|"Moist"|253293975|160372167
127|173|178|203|203|203|"Moist"|253293981|160372185
0|0|0|61|81|123|"Moist"|253293981|160372186
61|81|123|127|173|178|"Moist"|253293981|160372187
127|173|178|203|203|203|"Moist"|253293980|160372182
0|0|0|61|81|123|"Moist"|253293980|160372183
61|81|123|127|173|178|"Moist"|253293980|160372184
127|173|178|203|203|203|"Moist"|253293979|160372179
0|0|0|61|81|123|"Moist"|253293979|160372180
61|81|123|127|173|178|"Moist"|253293979|160372181
127|173|178|203|203|203|"Moist"|253293972|160372158
0|0|0|61|81|123|"Moist"|253293972|160372159
61|81|123|127|173|178|"Moist"|253293972|160372160
0|0|0|5|13|20|"Moist"|253288952|160368690
15|23|56|56|145|183|"Moist"|253288952|160368691
5|13|20|15|23|56|"Moist"|253288952|160368692
56|145|183|183|193|195|"Moist"|253288952|160368693
183|193|195|203|203|203|"Moist"|253288952|160368694
5|13|20|15|23|56|"Moist"|253288953|160368695
56|145|183|183|193|195|"Moist"|253288953|160368696
15|23|56|56|145|183|"Moist"|253288953|160368697
183|193|195|203|203|203|"Moist"|253288953|160368698
0|0|0|5|13|20|"Moist"|253288953|160368699
56|145|183|183|193|195|"Moist"|253288943|160368666
0|0|0|5|13|20|"Moist"|253288943|160368667
5|13|20|15|23|56|"Moist"|253288943|160368668
15|23|56|56|145|183|"Moist"|253288943|160368669
183|193|195|203|203|203|"Moist"|253288943|160368670
56|145|183|183|193|195|"Moist"|253288947|160368681
15|23|56|56|145|183|"Moist"|253288947|160368680
5|13|20|15|23|56|"Moist"|253288947|160368679
183|193|195|203|203|203|"Moist"|253288947|160368678
0|0|0|5|13|20|"Moist"|253288947|160368677
183|193|195|203|203|203|"Moist"|253288946|160368675
0|0|0|183|193|195|"Wet"|253288946|160368676
183|193|195|203|203|203|"Moist"|253288945|160368674
0|0|0|183|193|195|"Wet"|253288945|160368673
183|193|195|203|203|203|"Moist"|253288949|160368685
0|0|0|183|193|195|"Wet"|253288949|160368684
183|193|195|203|203|203|"Moist"|253288950|160368686
0|0|0|183|193|195|"Wet"|253288950|160368687
183|193|195|203|203|203|"Moist"|253288942|160368665
0|0|0|183|193|195|"Wet"|253288942|160368664
183|193|195|203|203|203|"Moist"|253288948|160368682
0|0|0|183|193|195|"Wet"|253288948|160368683
183|193|195|203|203|203|"Moist"|253288951|160368689
0|0|0|183|193|195|"Wet"|253288951|160368688
183|193|195|203|203|203|"Moist"|253288944|160368671
0|0|0|183|193|195|"Wet"|253288944|160368672
0|0|0|5|5|18|"Moist"|253288958|160368716
35|97|100|102|140|152|"Moist"|253288958|160368717
5|5|18|35|97|100|"Moist"|253288958|160368718
102|140|152|203|203|203|"Wet"|253288958|160368719
0|0|0|5|5|18|"Moist"|253288961|160368728
5|5|18|35|97|100|"Moist"|253288961|160368729
35|97|100|102|140|152|"Moist"|253288961|160368731
102|140|152|203|203|203|"Wet"|253288961|160368730
35|97|100|102|140|152|"Moist"|253288957|160368715
5|5|18|35|97|100|"Moist"|253288957|160368714
0|0|0|5|5|18|"Moist"|253288957|160368712
102|140|152|203|203|203|"Wet"|253288957|160368713
0|0|0|5|5|18|"Moist"|253288954|160368700
5|5|18|35|97|100|"Moist"|253288954|160368702
35|97|100|102|140|152|"Moist"|253288954|160368703
102|140|152|203|203|203|"Wet"|253288954|160368701
0|0|0|5|5|18|"Moist"|253288962|160368732
5|5|18|35|97|100|"Moist"|253288962|160368734
35|97|100|102|140|152|"Moist"|253288962|160368735
102|140|152|203|203|203|"Wet"|253288962|160368733
0|0|0|5|5|18|"Moist"|253288960|160368724
5|5|18|35|97|100|"Moist"|253288960|160368726
35|97|100|102|140|152|"Moist"|253288960|160368727
102|140|152|203|203|203|"Wet"|253288960|160368725
5|5|18|35|97|100|"Moist"|253288959|160368722
35|97|100|102|140|152|"Moist"|253288959|160368723
0|0|0|5|5|18|"Moist"|253288959|160368720
102|140|152|203|203|203|"Wet"|253288959|160368721
0|0|0|5|5|18|"Moist"|253288965|160368744
5|5|18|35|97|100|"Moist"|253288965|160368746
35|97|100|102|140|152|"Moist"|253288965|160368747
102|140|152|203|203|203|"Wet"|253288965|160368745
0|0|0|5|5|18|"Moist"|253288955|160368704
5|5|18|35|97|100|"Moist"|253288955|160368706
35|97|100|102|140|152|"Moist"|253288955|160368707
102|140|152|203|203|203|"Wet"|253288955|160368705
0|0|0|5|5|18|"Moist"|253288963|160368736
5|5|18|35|97|100|"Moist"|253288963|160368738
35|97|100|102|140|152|"Moist"|253288963|160368739
102|140|152|203|203|203|"Wet"|253288963|160368737
0|0|0|5|5|18|"Moist"|253288964|160368740
5|5|18|35|97|100|"Moist"|253288964|160368742
35|97|100|102|140|152|"Moist"|253288964|160368743
102|140|152|203|203|203|"Wet"|253288964|160368741
0|0|0|5|5|18|"Moist"|253288956|160368708
5|5|18|35|97|100|"Moist"|253288956|160368710
35|97|100|102|140|152|"Moist"|253288956|160368711
102|140|152|203|203|203|"Wet"|253288956|160368709
0|0|0|0|15|30|"Moist"|253292918|160371173
0|15|30|183|183|183|"Wet"|253292918|160371172
0|0|0|0|15|30|"Moist"|253292915|160371166
0|15|30|183|183|183|"Wet"|253292915|160371167
0|0|0|0|15|30|"Moist"|253292921|160371179
0|15|30|183|183|183|"Wet"|253292921|160371178
0|0|0|0|15|30|"Moist"|253292924|160371184
0|15|30|183|183|183|"Wet"|253292924|160371185
0|0|0|0|15|30|"Moist"|253292917|160371170
0|15|30|183|183|183|"Wet"|253292917|160371171
0|0|0|0|15|30|"Moist"|253292919|160371175
0|15|30|183|183|183|"Wet"|253292919|160371174
0|0|0|0|15|30|"Moist"|253292916|160371168
0|15|30|183|183|183|"Wet"|253292916|160371169
0|0|0|0|15|30|"Moist"|253292922|160371180
0|15|30|183|183|183|"Wet"|253292922|160371181
0|0|0|0|15|30|"Moist"|253292914|160371164
0|15|30|183|183|183|"Wet"|253292914|160371165
0|0|0|0|15|30|"Moist"|253292920|160371176
0|15|30|183|183|183|"Wet"|253292920|160371177
0|0|0|0|15|30|"Moist"|253292925|160371187
0|15|30|183|183|183|"Wet"|253292925|160371186
0|0|0|0|15|30|"Moist"|253292923|160371182
0|15|30|183|183|183|"Wet"|253292923|160371183
0|0|0|0|15|30|"Moist"|253292945|160371202
0|15|30|183|183|183|"Wet"|253292945|160371203
0|0|0|0|15|30|"Moist"|253292944|160371201
0|15|30|183|183|183|"Wet"|253292944|160371200
0|0|0|0|15|30|"Moist"|253292938|160371188
0|15|30|183|183|183|"Wet"|253292938|160371189
0|0|0|0|15|30|"Moist"|253292942|160371197
0|15|30|183|183|183|"Wet"|253292942|160371196
0|0|0|0|15|30|"Moist"|253292939|160371191
0|15|30|183|183|183|"Wet"|253292939|160371190
0|0|0|0|15|30|"Moist"|253292943|160371198
0|15|30|183|183|183|"Wet"|253292943|160371199
0|0|0|0|15|30|"Moist"|253292947|160371206
0|15|30|183|183|183|"Wet"|253292947|160371207
0|0|0|0|15|30|"Moist"|253292948|160371209
0|15|30|183|183|183|"Wet"|253292948|160371208
0|0|0|0|15|30|"Moist"|253292949|160371210
0|15|30|183|183|183|"Wet"|253292949|160371211
0|0|0|0|15|30|"Moist"|253292940|160371192
0|15|30|183|183|183|"Wet"|253292940|160371193
0|0|0|0|15|30|"Moist"|253292946|160371204
0|15|30|183|183|183|"Wet"|253292946|160371205
0|0|0|0|15|30|"Moist"|253292941|160371195
0|15|30|183|183|183|"Wet"|253292941|160371194
0|0|0|183|183|183|"Wet"|253291170|160370331
0|0|0|183|183|183|"Wet"|253291169|160370330
0|0|0|183|183|183|"Wet"|253291167|160370329
0|0|0|183|183|183|"Wet"|253291164|160370326
0|0|0|183|183|183|"Wet"|253291163|160370325
0|0|0|183|183|183|"Wet"|253291166|160370328
0|0|0|183|183|183|"Wet"|253291171|160370332
0|0|0|183|183|183|"Wet"|253291165|160370327
0|0|0|183|183|183|"Wet"|253291173|160370333
150|165|191|191|203|211|"Moist"|253293951|160372131
0|0|0|0|10|15|"Wet"|253293951|160372129
7|10|15|150|165|191|"Wet"|253293951|160372130
0|0|0|203|203|211|"Moist"|253293955|160372135
0|0|0|203|203|211|"Moist"|253293949|160372125
0|0|0|203|203|211|"Moist"|253293952|160372132
0|0|0|203|203|211|"Moist"|253293956|160372136
0|0|0|203|203|211|"Moist"|253293953|160372133
0|0|0|203|203|211|"Moist"|253293954|160372134
150|165|191|191|203|211|"Moist"|253293950|160372128
0|0|0|0|10|15|"Wet"|253293950|160372126
7|10|15|150|165|191|"Wet"|253293950|160372127
150|165|191|191|203|211|"Moist"|253293957|160372137
0|0|0|0|10|15|"Wet"|253293957|160372138
7|10|15|150|165|191|"Wet"|253293957|160372139
150|165|191|191|203|211|"Moist"|253293946|160372118
0|0|0|0|10|15|"Wet"|253293946|160372116
7|10|15|150|165|191|"Wet"|253293946|160372117
150|165|191|191|203|211|"Moist"|253293948|160372124
0|0|0|0|10|15|"Wet"|253293948|160372122
7|10|15|150|165|191|"Wet"|253293948|160372123
150|165|191|191|203|211|"Moist"|253293947|160372120
0|0|0|0|10|15|"Wet"|253293947|160372121
7|10|15|150|165|191|"Wet"|253293947|160372119
0|0|0|203|203|203|"Moist"|253293958|160372140
0|0|0|203|203|203|"Moist"|253293960|160372142
0|0|0|203|203|203|"Moist"|253293963|160372145
0|0|0|203|203|203|"Moist"|253293969|160372151
0|0|0|203|203|203|"Moist"|253293967|160372149
0|0|0|203|203|203|"Moist"|253293961|160372143
0|0|0|203|203|203|"Moist"|253293968|160372150
0|0|0|203|203|203|"Moist"|253293962|160372144
