"recdate"|"comptextkind"|"textcat"|"textsubcat"|"text"|"cokey"|"cotextkey"
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY006TX"|"F133BY006TX - Northern Sandy Loam Upland

Ecological Site Concept
The Northern Sandy Loam Uplands site has a sandy or loamy surface soil with a gradual increase in clay through the subsurface horizons. The gradual increase in clay content aids in moisture retention, allowing the formation of a well-developed vegetative community. The ecological site has more biomass development than the deep sandy uplands, sometimes located adjacently upslope, and a more open canopy than the adjacent clayey uplands, located downslope.

Soil Features
The soils of this site are deep and characterized by sands through the A and E profiles. The Bt layer is generally a sandy clay loam occurring between 20 and 40 inches continuing through the lower profiles of the soil. The Briley series is a representative soil and consists of very deep, well drained, moderately permeable soils that formed in sandy and loamy Coastal Plain sediments. The series is classified as a loamy, siliceous, semiactive, thermic Arenic Paleudult. Other soils are included within the ecological site and all are defined by their upper horizons of sands and presence of an argillic between 20 and 40 inches. Besides the Briley series, Darbonne, Larue, Lilbert, Rentzel, Rosalie, Tenaha, Trep, and Wolfpen are correlated to the ecological site.

Reference Community
Shortleaf pine trees comprise the majority of the overstory. The occurrence in the overstory on any given site is between 75 to 100 percent. Blackjack and post oaks have established on some sites, comprising up to 20 percent of the overall canopy structure. Farkleberry, winged sumac (Rhus copallinum), yaupon (Ilex vomitoria), sassafras (Sassafras albidium), and oak saplings are common in the mid-story layer, increasing in abundance with time since last fire. Both communities are characterized by a diverse ground layer with sometimes large accumulations of plant litter, 15 to 45 percent. Little bluestem and needleleaf rosette grass (Dichanthelium aciculare) are the most abundant grasses seen in the two communities, at times seemingly dominating the entire area. Indicator forbs include Virginia tephrosia (Tephrosia virginiana), St. Andrew's cross (Hypericum hypericoides), Nuttall's wild indigo (Baptistia nuttalliana), and Atlanta pigeonwings (Clitoria mariana). 

Reference Plants List
shortleaf pine, blackjack oak, post oak, southern red oak, black hickory, bluejack oak, little bluestem, needleleaf rosette grass, variable panicgrass, splitbeard bluestem, switchgrass, eastern poison ivy, Texas bullnettle, whitemouth dayflower, shiny goldenrod, Louisiana nerveray, St. Andrew's cross, Nuttall's wild indigo, Atlantic pigeonwings, New Jersey tea, nettleleaf noseburn, Gulf Coast yucca, butterfly milkweed, spotted beebalm, sidebeak pencilflower, sessileleaf ticktrefoil, western brackenfern, American beautyberry, yaupon, sassafras, winged sumac, farkleberry, smallflower pawpaw, blackjack oak, black hickory, post oak, eastern redcedar, shortleaf pine, bluejack oak, summer grape, Virginia creeper, cat greenbrier, muscadine

MLRA - 133B
Legacy Ecosite ID - F133BY006TX"|24242655|25214218
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Lilbert soil is a minor component."|24242655|25214219
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Cuthbert soil is a minor component."|24242656|25214220
"08/24/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY003TX"|"F133BY003TX - Loamy Over Clayey Upland

Ecological Site Concept
The Loamy Over Clayey Uplands have loamy-surfaced soils to about 10 inches and a thick layer of clay subsurface soils underneath. The properties associated with uplands and clayey soils form the unique plant community of these sites.

Soil Features
The soils of this site are moderate to deep and characterized by a thick Bt layer of clay just below a fine sandy loam surface. The Kirvin series is representative and consists of well drained soils. These gently sloping to moderately steep soils formed in weakly consolidated and stratified loamy, sandy, and clayey fluvial marine deposits on uplands of the Claiborne geological group. The series is classified as a fine, mixed, semiactive, thermic Typic Hapludult. Other soils are included with the ecological site and all are defined by a thick clay subsurface soil below the surface. Besides the Kirvin series, these soils are correlated: Angie, Arriola, Bayoudan, Bellwood, Bonwier, Bryarly, Bub, Burkeville, Conroe, Cuthbert, Darley, Eastwood, Etoile, Galilee, Gore, Hornbeck, Huntsburg, Lacerda, Maben, Mahan, Meth, Naclina, Nacogdoches, Natchitoches, Newco, Nikful, Oula, Raylake, Redco, Redsprings, Rosenwall, Ruple, Sacul, Sugartown, Tahoula, Trawick, and Woodtell.

Reference Community
Shortleaf pines comprise the majority of the overstory. Shortleaf occurrence of the total overstory on any given site is between 75 and 100 percent. Post oaks are usually found on the site as well. Post oaks range from 0 to 25 percent of the total overstory canopy. Blackjack oak (Quercus marilandica), black hickory (Carya texana), and southern red oak (Quercus falcata) are occasionally seen in the overstory and add to the diversity of the site. Along with American beautyberry, yaupon (Ilex vomitoria), deerberry (Vaccinium stamineum) , and rusty blackhaw (Vibrunum rufidulum) are usually associated with the sites as well. The shrub-layer height and densities fluctuate with time since the last fire. Fire prunes their growth back and allows the understory grasses and forbs to stay diverse and abundant. The shrub-layer is the main driver between communities 1.1 and 1.2. As the shrubs begin to grow above 4.5 feet and become denser, the community moves along the pathway from 1.1 to 1.2.

Reference Plants List
shortleaf pine, post oak, black cherry, black hickory, southern red oak, loblolly pine, sweetgum, blackjack oak, white ash, longleaf woodoats, Ravenel's rosette grass, needleleaf rosette grass, little bluestem, twisted spikerush, purpletop tridens, littlehead nutrush, hairy bedstraw, eastern poison ivy, Canadian horseweed, St. Andrew's cross, slender yellow woodsorrel, devil's grandmother, parsley hawthorn, Canadian blacksnakeroot, Nuttall's wild indigo, slender lespedeza, Texas ironweed, spurred butterfly pea, doubleform snoutbean, Virginia snakeroot, helmet flower, sidebeak pencilflower, flowering spurge, western brackenfern, resurrection fern, American beautyberry, yaupon, sawtooth blackberry, deerberry, rusty blackhaw, possumhaw, farkleberry, post oak, winged elm, sweetgum, loblolly pine, white fringetree, hophornbeam, shortleaf pine, southern red oak, white ash, blackjack oak, black hickory, Virginia creeper, saw greenbrier, cat greenbrier, roundleaf greenbrier, lanceleaf greenbrier, summer grape, evening trumpetflower, trumpet creeper

MLRA - 133B
Legacy Ecosite ID - F133BY003TX"|24242656|25214221
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY006TX"|"F133BY006TX - Northern Sandy Loam Upland

Ecological Site Concept
The Northern Sandy Loam Uplands site has a sandy or loamy surface soil with a gradual increase in clay through the subsurface horizons. The gradual increase in clay content aids in moisture retention, allowing the formation of a well-developed vegetative community. The ecological site has more biomass development than the deep sandy uplands, sometimes located adjacently upslope, and a more open canopy than the adjacent clayey uplands, located downslope.

Soil Features
The soils of this site are deep and characterized by sands through the A and E profiles. The Bt layer is generally a sandy clay loam occurring between 20 and 40 inches continuing through the lower profiles of the soil. The Briley series is a representative soil and consists of very deep, well drained, moderately permeable soils that formed in sandy and loamy Coastal Plain sediments. The series is classified as a loamy, siliceous, semiactive, thermic Arenic Paleudult. Other soils are included within the ecological site and all are defined by their upper horizons of sands and presence of an argillic between 20 and 40 inches. Besides the Briley series, Darbonne, Larue, Lilbert, Rentzel, Rosalie, Tenaha, Trep, and Wolfpen are correlated to the ecological site.

Reference Community
Shortleaf pine trees comprise the majority of the overstory. The occurrence in the overstory on any given site is between 75 to 100 percent. Blackjack and post oaks have established on some sites, comprising up to 20 percent of the overall canopy structure. Farkleberry, winged sumac (Rhus copallinum), yaupon (Ilex vomitoria), sassafras (Sassafras albidium), and oak saplings are common in the mid-story layer, increasing in abundance with time since last fire. Both communities are characterized by a diverse ground layer with sometimes large accumulations of plant litter, 15 to 45 percent. Little bluestem and needleleaf rosette grass (Dichanthelium aciculare) are the most abundant grasses seen in the two communities, at times seemingly dominating the entire area. Indicator forbs include Virginia tephrosia (Tephrosia virginiana), St. Andrew's cross (Hypericum hypericoides), Nuttall's wild indigo (Baptistia nuttalliana), and Atlanta pigeonwings (Clitoria mariana). 

Reference Plants List
shortleaf pine, blackjack oak, post oak, southern red oak, black hickory, bluejack oak, little bluestem, needleleaf rosette grass, variable panicgrass, splitbeard bluestem, switchgrass, eastern poison ivy, Texas bullnettle, whitemouth dayflower, shiny goldenrod, Louisiana nerveray, St. Andrew's cross, Nuttall's wild indigo, Atlantic pigeonwings, New Jersey tea, nettleleaf noseburn, Gulf Coast yucca, butterfly milkweed, spotted beebalm, sidebeak pencilflower, sessileleaf ticktrefoil, western brackenfern, American beautyberry, yaupon, sassafras, winged sumac, farkleberry, smallflower pawpaw, blackjack oak, black hickory, post oak, eastern redcedar, shortleaf pine, bluejack oak, summer grape, Virginia creeper, cat greenbrier, muscadine

MLRA - 133B
Legacy Ecosite ID - F133BY006TX"|24242657|25214222
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Tenaha soil is a minor component."|24242657|25214223
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY003TX"|"F133BY003TX - Loamy Over Clayey Upland

Ecological Site Concept
The Loamy Over Clayey Uplands have loamy-surfaced soils to about 10 inches and a thick layer of clay subsurface soils underneath. The properties associated with uplands and clayey soils form the unique plant community of these sites.

Soil Features
The soils of this site are moderate to deep and characterized by a thick Bt layer of clay just below a fine sandy loam surface. The Kirvin series is representative and consists of well drained soils. These gently sloping to moderately steep soils formed in weakly consolidated and stratified loamy, sandy, and clayey fluvial marine deposits on uplands of the Claiborne geological group. The series is classified as a fine, mixed, semiactive, thermic Typic Hapludult. Other soils are included with the ecological site and all are defined by a thick clay subsurface soil below the surface. Besides the Kirvin series, these soils are correlated: Angie, Arriola, Bayoudan, Bellwood, Bonwier, Bryarly, Bub, Burkeville, Conroe, Cuthbert, Darley, Eastwood, Etoile, Galilee, Gore, Hornbeck, Huntsburg, Lacerda, Maben, Mahan, Meth, Naclina, Nacogdoches, Natchitoches, Newco, Nikful, Oula, Raylake, Redco, Redsprings, Rosenwall, Ruple, Sacul, Sugartown, Tahoula, Trawick, and Woodtell.

Reference Community
Shortleaf pines comprise the majority of the overstory. Shortleaf occurrence of the total overstory on any given site is between 75 and 100 percent. Post oaks are usually found on the site as well. Post oaks range from 0 to 25 percent of the total overstory canopy. Blackjack oak (Quercus marilandica), black hickory (Carya texana), and southern red oak (Quercus falcata) are occasionally seen in the overstory and add to the diversity of the site. Along with American beautyberry, yaupon (Ilex vomitoria), deerberry (Vaccinium stamineum) , and rusty blackhaw (Vibrunum rufidulum) are usually associated with the sites as well. The shrub-layer height and densities fluctuate with time since the last fire. Fire prunes their growth back and allows the understory grasses and forbs to stay diverse and abundant. The shrub-layer is the main driver between communities 1.1 and 1.2. As the shrubs begin to grow above 4.5 feet and become denser, the community moves along the pathway from 1.1 to 1.2.

Reference Plants List
shortleaf pine, post oak, black cherry, black hickory, southern red oak, loblolly pine, sweetgum, blackjack oak, white ash, longleaf woodoats, Ravenel's rosette grass, needleleaf rosette grass, little bluestem, twisted spikerush, purpletop tridens, littlehead nutrush, hairy bedstraw, eastern poison ivy, Canadian horseweed, St. Andrew's cross, slender yellow woodsorrel, devil's grandmother, parsley hawthorn, Canadian blacksnakeroot, Nuttall's wild indigo, slender lespedeza, Texas ironweed, spurred butterfly pea, doubleform snoutbean, Virginia snakeroot, helmet flower, sidebeak pencilflower, flowering spurge, western brackenfern, resurrection fern, American beautyberry, yaupon, sawtooth blackberry, deerberry, rusty blackhaw, possumhaw, farkleberry, post oak, winged elm, sweetgum, loblolly pine, white fringetree, hophornbeam, shortleaf pine, southern red oak, white ash, blackjack oak, black hickory, Virginia creeper, saw greenbrier, cat greenbrier, roundleaf greenbrier, lanceleaf greenbrier, summer grape, evening trumpetflower, trumpet creeper

MLRA - 133B
Legacy Ecosite ID - F133BY003TX"|24242658|25214224
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"The Kirvin component makes up 95 percent of the map unit. Slopes are 2 to 8 percent. This component is on interfluves on coastal plains. The parent material consists of clayey residuum. Depth to a root restrictive layer, bedrock, densic, is 40 to 60 inches. The natural drainage class is well drained.  Water movement in the most restrictive layer is moderately low. Available water to a depth of 60 inches (or restricted depth) is low.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. There is no zone of water saturation within a depth of 72 inches. Organic matter content in the surface horizon is about 1 percent. This component is in the F133BY003TX Loamy Over Clayey Upland ecological site. Nonirrigated land capability classification is 6e.  This soil does not meet hydric criteria.   "|24242658|25214225
"08/16/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Iulus soil is a minor component."|24243035|25215072
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY014TX"|"F133BY014TX - Creek Bottomland

Ecological Site Concept
The ecological site has developed along fast moving water bodies that flood occasionally to frequently. The sites do not pond water and are moderately well to well drained. The plant communities are not typically hydrophitic, but are influenced by the flooding regime.

Soil Features
Iulus is a representative soil of the Creek Bottomlands. The series consists of very deep, moderately well drained, moderately permeable soils on flood plains. These soils formed in recent alluvium derived from coastal plain sediments. The slope ranges from 0 to 1 percent. Other soils correlated to this ecological site include: Dardanelle, Dela, Garton, Hannahatchee, Idabel, Iuka, Kosse, Koury, Laneville, Lotus, Marietta, Mooreville, Nugent, Ochlockonee, Owentown, and Thenas.

Reference Community
The Creek Bottomland Communities are highly based on proximity to the stream channel and micro-relief throughout the site. A subtle rise or fall of mere inches can drastically alter the vegetative composition. The Water Oak/White Oak community (1.1) represents the higher elevation sites, further away from the stream bank in comparison to community 1.2. Plant species occurring in the Water Oak/White Oak community vary from facultative to upland according to the U.S. Army Corps' Wetland Delineation Manual (2010). Understory indicators include; Indian woodoats, longleaf woodoats (Chasmanthium sessiliflorum), partridgeberry, Carolina elephantsfoot (Elephantopus carolinianus), and American beautyberry (Callicarpa americana).

Reference Plants List
water oak, white oak, sweetgum, loblolly pine, American beech, red maple, southern red oak, shortleaf pine, southern magnolia, blackgum, longleaf woodoats, variable panicgrass, needleleaf rosette grass, Indian woodoats, partridgeberry, eastern poison ivy, hairy bedstraw, Carolina elephantsfoot, St. Andrew's cross, Canadian blacksnakeroot, Canada goldenrod, mayapple, beechdrops, early blue violet, Texas dutchman's pipe, American beautyberry, two-wing silverbell, southern arrowwood, American witchhazel, yaupon, common sweetleaf, farkleberry, Carolina laurelcherry, red maple, sweetgum, American hornbeam, water oak, winged elm, red mulberry, white oak, flowering dogwood, hophornbeam, American beech, muscadine, Virginia creeper, cat greenbrier, roundleaf greenbrier, lanceleaf greenbrier, evening trumpetflower, crossvine

MLRA - 133B
Legacy Ecosite ID - F133BY014TX"|24243035|25215073
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY017TX"|"F133BY017TX - Loamy Bottomland

Ecological Site Concept
The ecological site has very deep, somewhat poorly drained soils that are frequently flooded. The site is typically flooded for brief to long periods during normal rainfall years. They will stay flooded starting in November and ending in May. The loamy-textured soils combined with the flooding frequency form the plant community. 

Soil Features
Mattex and Manco are two of the representative soils of the Loamy Bottomlands. This ecological site formed from loamy alluvium and is associated with very deep, somewhat poorly drained, slowly permeable loamy entisols on bottomlands. The first gleyed-subsurface horizon usually appears within 8 to 11 inches. The gleying and other redoximorphic features continue through the profile usually past 80 inches. Gleying and redoximorphic features are caused by prolonged inundation. The sites are very flat with slopes from 0 to 1 percent. Other soils correlated to this site include: Amy, Angelina, Bibb, Bleakwood, Dreka, Groom, Guyton, Kanebreak, Mathiston, Mattex, Nahatche, Pophers, Sardis, Marietta, Mooreville, Ochlockonee, and Socagee.

Reference Community
The Loamy Bottomland system communities are based highly on micro-relief throughout the landscape. A subtle rise or fall of mere inches can drastically alter the vegetative composition. The willow oak community (1.1) represents the middle-relief elevation in comparison to communities 1.2 and 1.3. Plant species occurring in the willow oak community are usually facultative wet according to the U.S. Army Corps' Wetland Delineation Manual (2010). Understory indicators include blunt broom sedge (Carex tribuloides), smallspike false nettle (Boehmeria cylindrical), and American Buckwheat vine (Brunnichia ovata).

Reference Plants List
willow oak, water oak, overcup oak, laurel oak, swamp chestnut oak, sweetgum, blackgum, American elm, red maple, giant cane, blunt broom sedge, greater bladder sedge, slender woodoats, marsh flatsedge, smallspike false nettle, camphor pluchea, Virginia dayflower, Canada germander, smallflower thoroughwort, smooth hedgenettle, sensitive fern, false indigo bush, St. Peterswort, sweetscent, American snowbell, possumhaw, dwarf palmetto, willow oak, laurel oak, green ash, cherrybark oak, sugarberry, American buckwheat vine, climbing dogbane, climbing hempvine, catbird grape, American wisteria

MLRA - 133B
Legacy Ecosite ID - F133BY017TX"|24243036|25215074
"08/16/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Mattex soil is a minor component."|24243036|25215075
"08/16/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"The Laneville component makes up 84 percent of the map unit. Slopes are 0 to 1 percent. This component is on flood plains on coastal plains. The parent material consists of loamy alluvium. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is moderate. This soil is frequently flooded. It is not ponded. A seasonal zone of water saturation is at 22 inches during January, February, March, April, May, June, July, August, September, October, November, December. Organic matter content in the surface horizon is about 2 percent. This component is in the F133BY014TX Creek Bottomland ecological site. Nonirrigated land capability classification is 5w. Irrigated land capability classification is 5w. This soil does not meet hydric criteria.  There are no saline horizons within 30 inches of the soil surface. The soil has a maximum sodium adsorption ratio of 1 within 30 inches of the soil surface."|24243037|25215076
"05/30/2014 00:00:00"|"Nontechnical description"|"PHG"|"F133BY014TX"|"2A - LOAMY BOTTOMLAND - Deep and very deep, loamy bottomlands with friable loamy subsoils; may overflow; medium natural fertility; medium to high water holding capacity with good plant- soil-moisture relationship; high production potential."|24243037|25215077
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY014TX"|"F133BY014TX - Creek Bottomland

Ecological Site Concept
The ecological site has developed along fast moving water bodies that flood occasionally to frequently. The sites do not pond water and are moderately well to well drained. The plant communities are not typically hydrophitic, but are influenced by the flooding regime.

Soil Features
Iulus is a representative soil of the Creek Bottomlands. The series consists of very deep, moderately well drained, moderately permeable soils on flood plains. These soils formed in recent alluvium derived from coastal plain sediments. The slope ranges from 0 to 1 percent. Other soils correlated to this ecological site include: Dardanelle, Dela, Garton, Hannahatchee, Idabel, Iuka, Kosse, Koury, Laneville, Lotus, Marietta, Mooreville, Nugent, Ochlockonee, Owentown, and Thenas.

Reference Community
The Creek Bottomland Communities are highly based on proximity to the stream channel and micro-relief throughout the site. A subtle rise or fall of mere inches can drastically alter the vegetative composition. The Water Oak/White Oak community (1.1) represents the higher elevation sites, further away from the stream bank in comparison to community 1.2. Plant species occurring in the Water Oak/White Oak community vary from facultative to upland according to the U.S. Army Corps' Wetland Delineation Manual (2010). Understory indicators include; Indian woodoats, longleaf woodoats (Chasmanthium sessiliflorum), partridgeberry, Carolina elephantsfoot (Elephantopus carolinianus), and American beautyberry (Callicarpa americana).

Reference Plants List
water oak, white oak, sweetgum, loblolly pine, American beech, red maple, southern red oak, shortleaf pine, southern magnolia, blackgum, longleaf woodoats, variable panicgrass, needleleaf rosette grass, Indian woodoats, partridgeberry, eastern poison ivy, hairy bedstraw, Carolina elephantsfoot, St. Andrew's cross, Canadian blacksnakeroot, Canada goldenrod, mayapple, beechdrops, early blue violet, Texas dutchman's pipe, American beautyberry, two-wing silverbell, southern arrowwood, American witchhazel, yaupon, common sweetleaf, farkleberry, Carolina laurelcherry, red maple, sweetgum, American hornbeam, water oak, winged elm, red mulberry, white oak, flowering dogwood, hophornbeam, American beech, muscadine, Virginia creeper, cat greenbrier, roundleaf greenbrier, lanceleaf greenbrier, evening trumpetflower, crossvine

MLRA - 133B
Legacy Ecosite ID - F133BY014TX"|24243037|25215078
"05/30/2014 00:00:00"|"Nontechnical description"|"WSG"|"F133BY014TX"|"1w8 - Seasonal wetness may cause moderate equipment limitations, plant competition, and seedling mortality. Important commercial tree species include loblolly pine, sweetgum, green ash, water oak, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine or sweetgum is 100. The yield from an unmanaged stand over a 50-year period is approximately 430 board feet (Doyle rule) for loblolly pine, or 310 for sweetgum per acre per year. Native species important to wildlife include water oak, red oak, ash, Alabama supplejack, white oak, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, beaked panicum, longleaf uniola, virginia wildrye, and sedges. Stocking rates depend on canopy density and range from 6-60 acres per animal unit."|24243037|25215079
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"The Latex component makes up 85 percent of the map unit. Slopes are 1 to 3 percent. This component is on marine terraces on coastal plains. The parent material consists of loamy marine deposits. Depth to a root restrictive layer is greater than 60 inches. The natural drainage class is moderately well drained.  Water movement in the most restrictive layer is moderately low.  Available water to a depth of 60 inches (or restricted depth) is moderate.  Shrink-swell potential is moderate. This soil is not flooded. It is not ponded. A seasonal zone of water saturation is at 45 inches during January, February, March, April, December. Organic matter content in the surface horizon is about 1 percent. This component is in the F133BY005TX Loamy Upland ecological site. Nonirrigated land capability classification is 2e.  This soil does not meet hydric criteria.   "|24243052|25215109
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY005TX"|"F133BY005TX - Loamy Upland

Ecological Site Concept
The Loamy Uplands have very deep loamy soils greater than 80 inches. The ecological sites produce high amounts of plant biomass because of the loamy growing medium with nonrestrictive soil textures through the soil profiles with adequate water-holding capacity. The sites generally have the most robust plant communities of any adjacent sites.

Soil Features
The soils of this site are deep and characterized by loams throughout the soil profile, measured to 80 inches. The soils belong to the alfisol and ultisol orders and have well developed horizons. The Bowie series is a representative soil and consists of very deep, well drained, moderately slowly permeable soils that formed in loamy residuum from Southern Coastal Plain marine deposits. The series is classified as a fine-loamy, siliceous, semiactive, thermic Plinthic Paleudult. Not all soils within the ecological site will have the same taxonomic classification, but produce similar vegetative communities. Other soils are included within the ecological site and all are defined by deep fine-loamy and fine-silty control sections. The soils included are well drained or moderately well drained. Soils that are moderately well drained have a general increase in clay in the lower horizons. Besides the Bowie series, the Alto, Beauregard, Blevins, Diboll, Elrose, Eylau, Fuller, Gunter, Keatchie, Keithville, Kullit, Latex, Oakwood, Olla, Penning, Rigolette, Rogan, Ruston, Saffell, Sailes, Sawlit, Sawtown, Sawyer, Scottsville, Smithdale, Ulto, and Warnock are correlated to the Loamy Uplands.

Reference Community
The Shortleaf Pine/Red Oak Woodland (1.1) is the first community in State 1. Litter accumulation is moderate and understory vegetation is naturally dense. The overstory canopy is dominated by shortleaf pine and red oaks, and are usually in higher densities (total basal area) than the adjacently surrounding upland sites. The overstory canopy can also be interspersed with post oak (Quercus stellata), blackjack oak (Quercus marilandica), white oak (Quercus alba), and black hickory (Carya texana). The sites can be dominated by shortleaf pines, 100 percent canopy cover, but range as low as 60 percent with the oak and hickories comprising the rest of the overstory. Given time to mature, the sites produce tall, straight overstory pines which can reach heights above 100 feet. This community is characterized by a dense ground layer with relatively no bare ground (less than 5 percent). Needleleaf rosette grass (Dichanthelium aciculare) is a highly abundant grass throughout the herbaceous understory. Other grasses seen, though not as dominant are longleaf woodoats (Chasmanthium sessiliflorum), variable panicgrass (Dichanthelium commutatum), and little bluestem (Schizachyrium scoparium). Forbs occupying the site include flowering spurge (Euphorbia corollata), hairy small-leaf ticktrefoil (Desmodium ciliare), and downy milkpea (Galactia volubilis). The shrub layer of the community is very conspicuous, containing numerous American beautyberry (Callicarpa americana) and yaupon (Ilex vomitoria).

Reference Plants List
shortleaf pine, southern red oak, blackjack oak, post oak, black hickory, needleleaf rosette grass, variable panicgrass, little bluestem, longleaf woodoats, eastern poison ivy, dogfennel, flowering spurge, Nuttall's wild indigo, St. Andrew's cross, hairy small-leaf ticktrefoil, slender yellow woodsorrel, whitemouth dayflower, downy milkpea, nettleleaf noseburn, western brackenfern, American beautyberry, yaupon, sawtooth blackberry, parsley hawthorn, farkleberry, rusty blackhaw, summer grape, Virginia creeper, saw greenbrier, cat greenbrier, laurel greenbrier

MLRA - 133B
Legacy Ecosite ID - F133BY005TX"|24243052|25215110
"08/25/2023 00:00:00"|"Nontechnical description"|"ES"|"F133BY002TX"|"F133BY002TX - Seasonally Wet Upland

Ecological Site Concept
The Seasonally Wet Upland site is unique by its upland position on the landscape, while also having a seasonally high water table. Clay soils in the subhorizons cause water to stay in the profile for long periods of time, especially from November to May. Not only does the water table affect the plants, but many of the soils are shallow with their depth to bedrock as low as 16 inches.

Soil Features
The soils consist of shallow to very deep, somewhat poorly to poorly drained soils formed from mudstone residuum. The representative soils are: Alusa, Anacoco, Browndell, Colita, Corrigan, Elmina, Felker, Fetzer, Gomery, Kolin, Libuse, Lummus, Metcalf, Tiak, and Wiergate. They are widely varying taxonomically, from alfisols to ultisols to vertisols. Their unifying factor is their upland position with a fluctuating water table. Many of the soils have restrictions to bedrock, classifying them as shallow.

Reference Community
The varying degree of water availability and root restriction cause the understory sites to be highly variable. Common understory species include: longleaf woodoats (Chasmanthium sessiliflorum), sedges (Carex sp.), partridgeberry (Mitchella repens), and Texas ironweed (Vernonia texana). Common shrub species include: American beautyberry (Callicarpa americana), parsley hawthorn (Crataegus marshallii), and yaupon (Ilex vomitoria).

Reference Plants List
No reference plants list is available.

MLRA - 133B
Legacy Ecosite ID - F133BY002TX"|24243053|25215111
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Metcalf soil is a minor component."|24243053|25215112
"08/15/2023 00:00:00"|"Nontechnical description"|"GENSOIL"|"generated"|"Generated brief soil descriptions are created for major soil components.  The Eastwood soil is a minor component."|24243054|25215113
"12/20/2013 00:00:00"|"Nontechnical description"|"WSG"|"F133BY003TX"|"3c8 - Clayey texture may cause moderate equipment limitations, and erosion hazards will increase with slope. Important commercial tree species include loblolly pine, shortleaf pine, sweetgum, and red oak. These soils are suited for pine and hardwoods, and the site index for loblolly pine is 80. The yield from an unmanaged stand of loblolly pine over a 50-year period is approximately 230 board feet (Doyle rule) or 120 for sweetgum per acre per year. Native species important to wildlife include red oak, water oak, white oak, American beautyberry, and yaupon. High value grasses and forbs used by livestock include pinehill bluestem, big bluestem, indiangrass, longleaf uniola, and purpletop tridens. Stocking rates depend on canopy density and range fro 6-40 acres per animal unit."|24243054|25215114
