"monthseq"|"month"|"flodfreqcl"|"floddurcl"|"pondfreqcl"|"ponddurcl"|"ponddep_l"|"ponddep_r"|"ponddep_h"|"dlyavgprecip_l"|"dlyavgprecip_r"|"dlyavgprecip_h"|"dlyavgpotet_l"|"dlyavgpotet_r"|"dlyavgpotet_h"|"cokey"|"comonthkey"
4|"April"|"None"|""|"None"|""||||||||||24243073|253414661
3|"March"|"None"|""|"None"|""||||||||||24243073|253414666
2|"February"|"None"|""|"None"|""||||||||||24243073|253414664
1|"January"|"None"|""|"None"|""||||||||||24243073|253414667
7|"July"|"None"|""|"None"|""||||||||||24243073|253414665
8|"August"|"None"|""|"None"|""||||||||||24243073|253414662
9|"September"|"None"|""|"None"|""||||||||||24243073|253414672
10|"October"|"None"|""|"None"|""||||||||||24243073|253414671
11|"November"|"None"|""|"None"|""||||||||||24243073|253414670
12|"December"|"None"|""|"None"|""||||||||||24243073|253414663
6|"June"|"None"|""|"None"|""||||||||||24243074|253414676
5|"May"|"None"|""|"None"|""||||||||||24243074|253414683
4|"April"|"None"|""|"None"|""||||||||||24243074|253414678
3|"March"|"None"|""|"None"|""||||||||||24243074|253414677
2|"February"|"None"|""|"None"|""||||||||||24243074|253414673
1|"January"|"None"|""|"None"|""||||||||||24243074|253414674
7|"July"|"None"|""|"None"|""||||||||||24243074|253414675
8|"August"|"None"|""|"None"|""||||||||||24243074|253414682
9|"September"|"None"|""|"None"|""||||||||||24243074|253414681
10|"October"|"None"|""|"None"|""||||||||||24243074|253414684
11|"November"|"None"|""|"None"|""||||||||||24243074|253414680
12|"December"|"None"|""|"None"|""||||||||||24243074|253414679
6|"June"|"None"|""|"None"|""||||||||||24243075|253414687
5|"May"|"None"|""|"None"|""||||||||||24243075|253414689
4|"April"|"None"|""|"None"|""||||||||||24243075|253414690
3|"March"|"None"|""|"None"|""||||||||||24243075|253414688
2|"February"|"None"|""|"None"|""||||||||||24243075|253414695
1|"January"|"None"|""|"None"|""||||||||||24243075|253414685
7|"July"|"None"|""|"None"|""||||||||||24243075|253414686
8|"August"|"None"|""|"None"|""||||||||||24243075|253414694
9|"September"|"None"|""|"None"|""||||||||||24243075|253414693
10|"October"|"None"|""|"None"|""||||||||||24243075|253414696
11|"November"|"None"|""|"None"|""||||||||||24243075|253414692
12|"December"|"None"|""|"None"|""||||||||||24243075|253414691
6|"June"|"None"|""|"None"|""||||||||||24243076|253414700
5|"May"|"None"|""|"None"|""||||||||||24243076|253414702
4|"April"|"None"|""|"None"|""||||||||||24243076|253414697
3|"March"|"None"|""|"None"|""||||||||||24243076|253414701
2|"February"|"None"|""|"None"|""||||||||||24243076|253414704
1|"January"|"None"|""|"None"|""||||||||||24243076|253414706
7|"July"|"None"|""|"None"|""||||||||||24243076|253414699
8|"August"|"None"|""|"None"|""||||||||||24243076|253414703
9|"September"|"None"|""|"None"|""||||||||||24243076|253414708
10|"October"|"None"|""|"None"|""||||||||||24243076|253414705
11|"November"|"None"|""|"None"|""||||||||||24243076|253414707
12|"December"|"None"|""|"None"|""||||||||||24243076|253414698
5|"May"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413826
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413825
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413821
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413824
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413823
11|"November"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413827
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243002|253413822
10|"October"|""|""|"None"|""||||||||||24243002|253413832
9|"September"|""|""|"None"|""||||||||||24243002|253413831
8|"August"|""|""|"None"|""||||||||||24243002|253413830
7|"July"|""|""|"None"|""||||||||||24243002|253413829
6|"June"|""|""|"None"|""||||||||||24243002|253413828
11|"November"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413842
5|"May"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413841
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413833
12|"December"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413835
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413837
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413836
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243003|253413840
9|"September"|""|""|"None"|""||||||||||24243003|253413844
10|"October"|""|""|"None"|""||||||||||24243003|253413843
8|"August"|""|""|"None"|""||||||||||24243003|253413834
7|"July"|""|""|"None"|""||||||||||24243003|253413838
6|"June"|""|""|"None"|""||||||||||24243003|253413839
2|"February"|"Occasional"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243004|253413854
12|"December"|"Occasional"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243004|253413853
3|"March"|"Occasional"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243004|253413846
4|"April"|"Occasional"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243004|253413851
1|"January"|"Occasional"|"Very brief (4 to 48 hours)"|"None"|""||||||||||24243004|253413855
11|"November"|""|""|"None"|""||||||||||24243004|253413848
9|"September"|""|""|"None"|""||||||||||24243004|253413850
10|"October"|""|""|"None"|""||||||||||24243004|253413849
8|"August"|""|""|"None"|""||||||||||24243004|253413852
7|"July"|""|""|"None"|""||||||||||24243004|253413856
6|"June"|""|""|"None"|""||||||||||24243004|253413845
5|"May"|""|""|"None"|""||||||||||24243004|253413847
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415082
11|"November"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415081
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415083
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415087
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415086
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415084
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243108|253415085
9|"September"|""|""|"None"|""||||||||||24243108|253415091
10|"October"|""|""|"None"|""||||||||||24243108|253415092
7|"July"|""|""|"None"|""||||||||||24243108|253415089
8|"August"|""|""|"None"|""||||||||||24243108|253415090
6|"June"|""|""|"None"|""||||||||||24243108|253415088
5|"May"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243109|253415093
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243109|253415094
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24243109|253415095
12|"December"|""|""|"None"|""||||||||||24243109|253415104
11|"November"|""|""|"None"|""||||||||||24243109|253415103
9|"September"|""|""|"None"|""||||||||||24243109|253415101
10|"October"|""|""|"None"|""||||||||||24243109|253415102
8|"August"|""|""|"None"|""||||||||||24243109|253415100
7|"July"|""|""|"None"|""||||||||||24243109|253415099
6|"June"|""|""|"None"|""||||||||||24243109|253415098
1|"January"|""|""|"None"|""||||||||||24243109|253415096
2|"February"|""|""|"None"|""||||||||||24243109|253415097
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243110|253415105
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243110|253415109
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243110|253415106
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243110|253415107
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243110|253415108
11|"November"|""|""|"None"|""||||||||||24243110|253415116
9|"September"|""|""|"None"|""||||||||||24243110|253415114
10|"October"|""|""|"None"|""||||||||||24243110|253415115
8|"August"|""|""|"None"|""||||||||||24243110|253415113
7|"July"|""|""|"None"|""||||||||||24243110|253415112
5|"May"|""|""|"None"|""||||||||||24243110|253415110
6|"June"|""|""|"None"|""||||||||||24243110|253415111
4|"April"|"None"|""|"None"|""||||||||||24242902|253412635
3|"March"|"None"|""|"None"|""||||||||||24242902|253412634
6|"June"|"None"|""|"None"|""||||||||||24242902|253412643
5|"May"|"None"|""|"None"|""||||||||||24242902|253412640
2|"February"|"None"|""|"None"|""||||||||||24242902|253412641
1|"January"|"None"|""|"None"|""||||||||||24242902|253412636
7|"July"|"None"|""|"None"|""||||||||||24242902|253412644
8|"August"|"None"|""|"None"|""||||||||||24242902|253412638
9|"September"|"None"|""|"None"|""||||||||||24242902|253412639
10|"October"|"None"|""|"None"|""||||||||||24242902|253412637
11|"November"|"None"|""|"None"|""||||||||||24242902|253412633
12|"December"|"None"|""|"None"|""||||||||||24242902|253412642
10|"October"|"Rare"|""|"None"|""||||||||||24242903|253412656
5|"May"|"Occasional"|"Long (7 to 30 days)"|"None"|""||||||||||24242903|253412651
12|"December"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24242903|253412647
2|"February"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24242903|253412648
1|"January"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24242903|253412645
4|"April"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24242903|253412649
3|"March"|"Frequent"|"Very long (more than 30 days)"|"None"|""||||||||||24242903|253412646
11|"November"|"Occasional"|"Very long (more than 30 days)"|"None"|""||||||||||24242903|253412650
9|"September"|""|""|"None"|""||||||||||24242903|253412655
8|"August"|""|""|"None"|""||||||||||24242903|253412654
7|"July"|""|""|"None"|""||||||||||24242903|253412653
6|"June"|""|""|"None"|""||||||||||24242903|253412652
4|"April"|"None"|""|"None"|""||||||||||24242904|253412666
3|"March"|"None"|""|"None"|""||||||||||24242904|253412662
6|"June"|"None"|""|"None"|""||||||||||24242904|253412658
5|"May"|"None"|""|"None"|""||||||||||24242904|253412668
2|"February"|"None"|""|"None"|""||||||||||24242904|253412664
1|"January"|"None"|""|"None"|""||||||||||24242904|253412657
7|"July"|"None"|""|"None"|""||||||||||24242904|253412659
8|"August"|"None"|""|"None"|""||||||||||24242904|253412660
9|"September"|"None"|""|"None"|""||||||||||24242904|253412663
10|"October"|"None"|""|"None"|""||||||||||24242904|253412661
11|"November"|"None"|""|"None"|""||||||||||24242904|253412665
12|"December"|"None"|""|"None"|""||||||||||24242904|253412667
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243044|253414316
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243044|253414318
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243044|253414324
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243044|253414319
11|"November"|""|""|"None"|""||||||||||24243044|253414314
9|"September"|""|""|"None"|""||||||||||24243044|253414322
10|"October"|""|""|"None"|""||||||||||24243044|253414315
8|"August"|""|""|"None"|""||||||||||24243044|253414317
7|"July"|""|""|"None"|""||||||||||24243044|253414320
6|"June"|""|""|"None"|""||||||||||24243044|253414313
5|"May"|""|""|"None"|""||||||||||24243044|253414321
4|"April"|""|""|"None"|""||||||||||24243044|253414323
5|"May"|"Frequent"|"Long (7 to 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414332
3|"March"|"Frequent"|"Long (7 to 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414327
12|"December"|"Frequent"|"Long (7 to 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414329
2|"February"|"Frequent"|"Long (7 to 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414334
1|"January"|"Frequent"|"Long (7 to 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414325
4|"April"|"Frequent"|"Long (7 to 30 days)"|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414333
6|"June"|""|""|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414335
7|"July"|""|""|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414331
8|"August"|""|""|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414326
10|"October"|""|""|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414328
9|"September"|""|""|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414330
11|"November"|""|""|"Frequent"|"Very long (more than 30 days)"|0|15|30|||||||24243045|253414336
5|"May"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414345
3|"March"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414344
4|"April"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414337
1|"January"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414341
2|"February"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414340
11|"November"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414346
12|"December"|"Frequent"|"Long (7 to 30 days)"|"None"|""||||||||||24243046|253414339
9|"September"|""|""|"None"|""||||||||||24243046|253414348
10|"October"|""|""|"None"|""||||||||||24243046|253414347
7|"July"|""|""|"None"|""||||||||||24243046|253414342
8|"August"|""|""|"None"|""||||||||||24243046|253414338
6|"June"|""|""|"None"|""||||||||||24243046|253414343
11|"November"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414350
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414356
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414359
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414353
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414360
5|"May"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414355
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24243047|253414354
9|"September"|""|""|"None"|""||||||||||24243047|253414357
10|"October"|""|""|"None"|""||||||||||24243047|253414351
8|"August"|""|""|"None"|""||||||||||24243047|253414352
7|"July"|""|""|"None"|""||||||||||24243047|253414358
6|"June"|""|""|"None"|""||||||||||24243047|253414349
3|"March"|"None"|""|"None"|""||||||||||24242998|253413780
6|"June"|"None"|""|"None"|""||||||||||24242998|253413779
5|"May"|"None"|""|"None"|""||||||||||24242998|253413781
4|"April"|"None"|""|"None"|""||||||||||24242998|253413773
2|"February"|"None"|""|"None"|""||||||||||24242998|253413776
1|"January"|"None"|""|"None"|""||||||||||24242998|253413777
7|"July"|"None"|""|"None"|""||||||||||24242998|253413778
8|"August"|"None"|""|"None"|""||||||||||24242998|253413774
9|"September"|"None"|""|"None"|""||||||||||24242998|253413784
10|"October"|"None"|""|"None"|""||||||||||24242998|253413783
11|"November"|"None"|""|"None"|""||||||||||24242998|253413782
12|"December"|"None"|""|"None"|""||||||||||24242998|253413775
3|"March"|"None"|""|"None"|""||||||||||24242999|253413792
6|"June"|"None"|""|"None"|""||||||||||24242999|253413791
5|"May"|"None"|""|"None"|""||||||||||24242999|253413793
4|"April"|"None"|""|"None"|""||||||||||24242999|253413785
2|"February"|"None"|""|"None"|""||||||||||24242999|253413788
1|"January"|"None"|""|"None"|""||||||||||24242999|253413789
7|"July"|"None"|""|"None"|""||||||||||24242999|253413790
8|"August"|"None"|""|"None"|""||||||||||24242999|253413786
9|"September"|"None"|""|"None"|""||||||||||24242999|253413796
10|"October"|"None"|""|"None"|""||||||||||24242999|253413795
11|"November"|"None"|""|"None"|""||||||||||24242999|253413794
12|"December"|"None"|""|"None"|""||||||||||24242999|253413787
3|"March"|"None"|""|"None"|""||||||||||24243000|253413798
6|"June"|"None"|""|"None"|""||||||||||24243000|253413797
5|"May"|"None"|""|"None"|""||||||||||24243000|253413799
4|"April"|"None"|""|"None"|""||||||||||24243000|253413803
2|"February"|"None"|""|"None"|""||||||||||24243000|253413806
1|"January"|"None"|""|"None"|""||||||||||24243000|253413807
7|"July"|"None"|""|"None"|""||||||||||24243000|253413808
8|"August"|"None"|""|"None"|""||||||||||24243000|253413804
9|"September"|"None"|""|"None"|""||||||||||24243000|253413802
10|"October"|"None"|""|"None"|""||||||||||24243000|253413801
11|"November"|"None"|""|"None"|""||||||||||24243000|253413800
12|"December"|"None"|""|"None"|""||||||||||24243000|253413805
3|"March"|"None"|""|"None"|""||||||||||24243001|253413810
6|"June"|"None"|""|"None"|""||||||||||24243001|253413809
5|"May"|"None"|""|"None"|""||||||||||24243001|253413811
4|"April"|"None"|""|"None"|""||||||||||24243001|253413815
2|"February"|"None"|""|"None"|""||||||||||24243001|253413818
1|"January"|"None"|""|"None"|""||||||||||24243001|253413819
7|"July"|"None"|""|"None"|""||||||||||24243001|253413820
8|"August"|"None"|""|"None"|""||||||||||24243001|253413816
10|"October"|"None"|""|"None"|""||||||||||24243001|253413813
9|"September"|"None"|""|"None"|""||||||||||24243001|253413814
11|"November"|"None"|""|"None"|""||||||||||24243001|253413812
12|"December"|"None"|""|"None"|""||||||||||24243001|253413817
5|"May"|"None"|""|"None"|""||||||||||24242651|253409636
4|"April"|"None"|""|"None"|""||||||||||24242651|253409639
3|"March"|"None"|""|"None"|""||||||||||24242651|253409633
2|"February"|"None"|""|"None"|""||||||||||24242651|253409640
1|"January"|"None"|""|"None"|""||||||||||24242651|253409644
6|"June"|"None"|""|"None"|""||||||||||24242651|253409641
7|"July"|"None"|""|"None"|""||||||||||24242651|253409637
8|"August"|"None"|""|"None"|""||||||||||24242651|253409643
11|"November"|"None"|""|"None"|""||||||||||24242651|253409642
9|"September"|"None"|""|"None"|""||||||||||24242651|253409638
10|"October"|"None"|""|"None"|""||||||||||24242651|253409634
12|"December"|"None"|""|"None"|""||||||||||24242651|253409635
12|"December"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242652|253409655
1|"January"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242652|253409652
2|"February"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242652|253409650
3|"March"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242652|253409654
4|"April"|"Frequent"|"Brief (2 to 7 days)"|"None"|""||||||||||24242652|253409648
10|"October"|""|""|"None"|""||||||||||24242652|253409651
11|"November"|""|""|"None"|""||||||||||24242652|253409649
9|"September"|""|""|"None"|""||||||||||24242652|253409645
8|"August"|""|""|"None"|""||||||||||24242652|253409653
7|"July"|""|""|"None"|""||||||||||24242652|253409656
6|"June"|""|""|"None"|""||||||||||24242652|253409647
5|"May"|""|""|"None"|""||||||||||24242652|253409646
4|"April"|"None"|""|"None"|""||||||||||24242653|253409659
5|"May"|"None"|""|"None"|""||||||||||24242653|253409667
3|"March"|"None"|""|"None"|""||||||||||24242653|253409664
2|"February"|"None"|""|"None"|""||||||||||24242653|253409658
1|"January"|"None"|""|"None"|""||||||||||24242653|253409663
6|"June"|"None"|""|"None"|""||||||||||24242653|253409661
7|"July"|"None"|""|"None"|""||||||||||24242653|253409668
9|"September"|"None"|""|"None"|""||||||||||24242653|253409657
8|"August"|"None"|""|"None"|""||||||||||24242653|253409662
11|"November"|"None"|""|"None"|""||||||||||24242653|253409660
10|"October"|"None"|""|"None"|""||||||||||24242653|253409665
12|"December"|"None"|""|"None"|""||||||||||24242653|253409666
4|"April"|"None"|""|"None"|""||||||||||24242654|253409671
5|"May"|"None"|""|"None"|""||||||||||24242654|253409669
3|"March"|"None"|""|"None"|""||||||||||24242654|253409677
2|"February"|"None"|""|"None"|""||||||||||24242654|253409673
1|"January"|"None"|""|"None"|""||||||||||24242654|253409676
7|"July"|"None"|""|"None"|""||||||||||24242654|253409680
6|"June"|"None"|""|"None"|""||||||||||24242654|253409672
8|"August"|"None"|""|"None"|""||||||||||24242654|253409674
9|"September"|"None"|""|"None"|""||||||||||24242654|253409678
11|"November"|"None"|""|"None"|""||||||||||24242654|253409670
10|"October"|"None"|""|"None"|""||||||||||24242654|253409675
12|"December"|"None"|""|"None"|""||||||||||24242654|253409679
3|"March"|"None"|""|"None"|""||||||||||24243048|253414371
6|"June"|"None"|""|"None"|""||||||||||24243048|253414368
4|"April"|"None"|""|"None"|""||||||||||24243048|253414366
1|"January"|"None"|""|"None"|""||||||||||24243048|253414369
2|"February"|"None"|""|"None"|""||||||||||24243048|253414365
5|"May"|"None"|""|"None"|""||||||||||24243048|253414364
7|"July"|"None"|""|"None"|""||||||||||24243048|253414363
8|"August"|"None"|""|"None"|""||||||||||24243048|253414372
9|"September"|"None"|""|"None"|""||||||||||24243048|253414361
10|"October"|"None"|""|"None"|""||||||||||24243048|253414370
11|"November"|"None"|""|"None"|""||||||||||24243048|253414367
12|"December"|"None"|""|"None"|""||||||||||24243048|253414362
3|"March"|"None"|""|"None"|""||||||||||24243049|253414373
6|"June"|"None"|""|"None"|""||||||||||24243049|253414381
4|"April"|"None"|""|"None"|""||||||||||24243049|253414379
1|"January"|"None"|""|"None"|""||||||||||24243049|253414384
2|"February"|"None"|""|"None"|""||||||||||24243049|253414380
5|"May"|"None"|""|"None"|""||||||||||24243049|253414376
7|"July"|"None"|""|"None"|""||||||||||24243049|253414377
8|"August"|"None"|""|"None"|""||||||||||24243049|253414383
9|"September"|"None"|""|"None"|""||||||||||24243049|253414378
10|"October"|"None"|""|"None"|""||||||||||24243049|253414374
11|"November"|"None"|""|"None"|""||||||||||24243049|253414382
12|"December"|"None"|""|"None"|""||||||||||24243049|253414375
3|"March"|"None"|""|"None"|""||||||||||24243050|253414393
6|"June"|"None"|""|"None"|""||||||||||24243050|253414389
4|"April"|"None"|""|"None"|""||||||||||24243050|253414385
1|"January"|"None"|""|"None"|""||||||||||24243050|253414391
2|"February"|"None"|""|"None"|""||||||||||24243050|253414390
5|"May"|"None"|""|"None"|""||||||||||24243050|253414386
7|"July"|"None"|""|"None"|""||||||||||24243050|253414395
8|"August"|"None"|""|"None"|""||||||||||24243050|253414392
9|"September"|"None"|""|"None"|""||||||||||24243050|253414387
10|"October"|"None"|""|"None"|""||||||||||24243050|253414394
11|"November"|"None"|""|"None"|""||||||||||24243050|253414388
12|"December"|"None"|""|"None"|""||||||||||24243050|253414396
3|"March"|"None"|""|"None"|""||||||||||24243051|253414405
6|"June"|"None"|""|"None"|""||||||||||24243051|253414400
4|"April"|"None"|""|"None"|""||||||||||24243051|253414399
1|"January"|"None"|""|"None"|""||||||||||24243051|253414404
2|"February"|"None"|""|"None"|""||||||||||24243051|253414401
5|"May"|"None"|""|"None"|""||||||||||24243051|253414397
7|"July"|"None"|""|"None"|""||||||||||24243051|253414408
8|"August"|"None"|""|"None"|""||||||||||24243051|253414402
9|"September"|"None"|""|"None"|""||||||||||24243051|253414406
10|"October"|"None"|""|"None"|""||||||||||24243051|253414403
11|"November"|"None"|""|"None"|""||||||||||24243051|253414398
12|"December"|"None"|""|"None"|""||||||||||24243051|253414407
4|"April"|"None"|""|"None"|""||||||||||24242655|253409681
5|"May"|"None"|""|"None"|""||||||||||24242655|253409682
3|"March"|"None"|""|"None"|""||||||||||24242655|253409689
2|"February"|"None"|""|"None"|""||||||||||24242655|253409686
1|"January"|"None"|""|"None"|""||||||||||24242655|253409687
7|"July"|"None"|""|"None"|""||||||||||24242655|253409691
6|"June"|"None"|""|"None"|""||||||||||24242655|253409685
8|"August"|"None"|""|"None"|""||||||||||24242655|253409688
9|"September"|"None"|""|"None"|""||||||||||24242655|253409683
11|"November"|"None"|""|"None"|""||||||||||24242655|253409684
10|"October"|"None"|""|"None"|""||||||||||24242655|253409690
12|"December"|"None"|""|"None"|""||||||||||24242655|253409692
4|"April"|"None"|""|"None"|""||||||||||24242656|253409698
5|"May"|"None"|""|"None"|""||||||||||24242656|253409697
3|"March"|"None"|""|"None"|""||||||||||24242656|253409693
2|"February"|"None"|""|"None"|""||||||||||24242656|253409699
1|"January"|"None"|""|"None"|""||||||||||24242656|253409702
7|"July"|"None"|""|"None"|""||||||||||24242656|253409696
6|"June"|"None"|""|"None"|""||||||||||24242656|253409700
8|"August"|"None"|""|"None"|""||||||||||24242656|253409703
9|"September"|"None"|""|"None"|""||||||||||24242656|253409694
11|"November"|"None"|""|"None"|""||||||||||24242656|253409704
10|"October"|"None"|""|"None"|""||||||||||24242656|253409701
12|"December"|"None"|""|"None"|""||||||||||24242656|253409695
4|"April"|"None"|""|"None"|""||||||||||24242657|253409711
5|"May"|"None"|""|"None"|""||||||||||24242657|253409708
3|"March"|"None"|""|"None"|""||||||||||24242657|253409705
2|"February"|"None"|""|"None"|""||||||||||24242657|253409712
1|"January"|"None"|""|"None"|""||||||||||24242657|253409716
7|"July"|"None"|""|"None"|""||||||||||24242657|253409709
6|"June"|"None"|""|"None"|""||||||||||24242657|253409713
8|"August"|"None"|""|"None"|""||||||||||24242657|253409715
9|"September"|"None"|""|"None"|""||||||||||24242657|253409710
11|"November"|"None"|""|"None"|""||||||||||24242657|253409714
10|"October"|"None"|""|"None"|""||||||||||24242657|253409706
12|"December"|"None"|""|"None"|""||||||||||24242657|253409707
4|"April"|"None"|""|"None"|""||||||||||24242658|253409723
5|"May"|"None"|""|"None"|""||||||||||24242658|253409720
3|"March"|"None"|""|"None"|""||||||||||24242658|253409717
2|"February"|"None"|""|"None"|""||||||||||24242658|253409724
1|"January"|"None"|""|"None"|""||||||||||24242658|253409727
7|"July"|"None"|""|"None"|""||||||||||24242658|253409721
6|"June"|"None"|""|"None"|""||||||||||24242658|253409726
8|"August"|"None"|""|"None"|""||||||||||24242658|253409728
9|"September"|"None"|""|"None"|""||||||||||24242658|253409722
11|"November"|"None"|""|"None"|""||||||||||24242658|253409725
10|"October"|"None"|""|"None"|""||||||||||24242658|253409718
12|"December"|"None"|""|"None"|""||||||||||24242658|253409719
1|"January"|""|""|""|""||||||||||24242687|253410057
2|"February"|""|""|""|""||||||||||24242687|253410056
3|"March"|""|""|""|""||||||||||24242687|253410060
4|"April"|""|""|""|""||||||||||24242687|253410053
5|"May"|""|""|""|""||||||||||24242687|253410061
6|"June"|""|""|""|""||||||||||24242687|253410059
7|"July"|""|""|""|""||||||||||24242687|253410058
8|"August"|""|""|""|""||||||||||24242687|253410054
9|"September"|""|""|""|""||||||||||24242687|253410064
11|"November"|""|""|""|""||||||||||24242687|253410062
10|"October"|""|""|""|""||||||||||24242687|253410063
12|"December"|""|""|""|""||||||||||24242687|253410055
4|"April"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410065
5|"May"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410073
12|"December"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410067
1|"January"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410069
2|"February"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410068
3|"March"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410072
11|"November"|"Occasional"|"Brief (2 to 7 days)"|"None"|""||||||||||24242688|253410074
10|"October"|""|""|"None"|""||||||||||24242688|253410075
9|"September"|""|""|"None"|""||||||||||24242688|253410076
8|"August"|""|""|"None"|""||||||||||24242688|253410066
7|"July"|""|""|"None"|""||||||||||24242688|253410070
6|"June"|""|""|"None"|""||||||||||24242688|253410071
