"fragvol_l"|"fragvol_r"|"fragvol_h"|"fragkind"|"fragsize_l"|"fragsize_r"|"fragsize_h"|"fragshp"|"fraground"|"fraghard"|"chkey"|"chfragskey"
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025080|124134843
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025082|124134845
0|1|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025083|124134846
0|1|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025083|124134847
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025081|124134844
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025084|124134848
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025087|124134851
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025085|124134849
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025086|124134850
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025089|124134853
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025090|124134854
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025088|124134852
0|2|11|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024691|124134149
0|3|17|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024691|124134150
0|3|6|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024694|124134155
0|4|7|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024694|124134156
0|3|17|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024692|124134151
0|2|11|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024692|124134152
0|3|17|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024693|124134153
0|2|11|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024693|124134154
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024689|124134145
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024689|124134146
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024690|124134147
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024690|124134148
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72025008|124134733
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72025008|124134734
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72025006|124134729
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72025006|124134730
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72025007|124134731
0|1|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72025007|124134732
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025102|124134878
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72025102|124134879
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025103|124134880
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72025103|124134881
0|5|9|""|5|40|75|""|""|""|72025178|124135019
0|6|11|""|2|4|5|""|""|""|72025178|124135020
0|1|2|""|75|162|250|""|""|""|72025178|124135021
0|7|14|""|2|4|5|""|""|""|72025180|124135025
0|5|9|""|5|40|75|""|""|""|72025180|124135026
0|1|1|""|75|162|250|""|""|""|72025180|124135027
0|5|9|""|5|40|75|""|""|""|72025181|124135028
0|7|13|""|2|4|5|""|""|""|72025181|124135029
0|1|1|""|75|162|250|""|""|""|72025181|124135030
0|6|11|""|2|4|5|""|""|""|72025179|124135022
0|5|9|""|5|40|75|""|""|""|72025179|124135023
0|1|1|""|75|162|250|""|""|""|72025179|124135024
0|7|14|""|2|4|5|""|""|""|72024967|124134644
0|1|1|""|75|162|250|""|""|""|72024967|124134645
0|5|9|""|5|40|75|""|""|""|72024967|124134646
0|5|9|""|5|40|75|""|""|""|72024965|124134638
0|1|2|""|75|162|250|""|""|""|72024965|124134639
0|6|11|""|2|4|5|""|""|""|72024965|124134640
0|1|1|""|250|625|1000|""|""|""|72024968|124134647
0|11|22|""|2|4|5|""|""|""|72024968|124134648
6|15|23|""|5|40|75|""|""|""|72024968|124134649
0|2|3|""|75|162|250|""|""|""|72024968|124134650
0|1|1|""|75|162|250|""|""|""|72024966|124134641
0|5|9|""|5|40|75|""|""|""|72024966|124134642
0|6|11|""|2|4|5|""|""|""|72024966|124134643
0|3|6|""|5|40|75|""|""|""|72024972|124134660
0|5|9|""|2|4|5|""|""|""|72024972|124134661
0|2|3|""|75|162|250|""|""|""|72024972|124134662
0|1|1|""|250|625|1000|""|""|""|72024972|124134663
0|6|11|""|2|4|5|""|""|""|72024970|124134654
0|5|9|""|5|40|75|""|""|""|72024970|124134655
0|2|3|""|75|162|250|""|""|""|72024970|124134656
0|5|9|""|5|40|75|""|""|""|72024971|124134657
0|7|14|""|2|4|5|""|""|""|72024971|124134658
0|2|3|""|75|162|250|""|""|""|72024971|124134659
0|6|11|""|2|4|5|""|""|""|72024969|124134651
0|2|3|""|75|162|250|""|""|""|72024969|124134652
0|5|9|""|5|40|75|""|""|""|72024969|124134653
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025124|124134916
0|0|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72025124|124134917
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025124|124134918
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025126|124134921
0|0|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72025126|124134922
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025126|124134923
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025125|124134919
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025125|124134920
0|5|9|""|2|4|5|""|""|""|72024731|124134226
0|2|3|""|5|40|75|""|""|""|72024731|124134227
0|2|3|""|5|40|75|""|""|""|72024727|124134216
0|5|9|""|2|4|5|""|""|""|72024727|124134217
0|3|6|""|2|4|5|""|""|""|72024728|124134218
0|2|3|""|5|40|75|""|""|""|72024728|124134219
0|10|20|""|2|4|5|""|""|""|72024729|124134220
0|3|6|""|5|40|75|""|""|""|72024729|124134221
0|1|2|""|75|162|250|""|""|""|72024729|124134222
0|2|3|""|5|40|75|""|""|""|72024730|124134223
0|7|14|""|2|4|5|""|""|""|72024730|124134224
0|1|2|""|75|162|250|""|""|""|72024730|124134225
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024904|124134536
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024904|124134537
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024905|124134538
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024905|124134539
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024902|124134530
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024902|124134531
0|0|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72024902|124134532
0|0|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024903|124134533
0|0|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024903|124134534
0|0|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72024903|124134535
0|2|3|""|2|4|5|""|""|""|72024973|124134664
0|1|1|""|75|162|250|""|""|""|72024973|124134665
0|2|3|""|5|40|75|""|""|""|72024973|124134666
0|2|3|""|5|40|75|""|""|""|72024974|124134667
0|2|3|""|2|4|5|""|""|""|72024974|124134668
0|1|1|""|75|162|250|""|""|""|72024974|124134669
0|2|3|""|2|4|5|""|""|""|72024975|124134670
0|2|3|""|5|40|75|""|""|""|72024975|124134671
0|2|3|""|5|40|75|""|""|""|72024976|124134672
0|2|3|""|2|4|5|""|""|""|72024976|124134673
0|2|3|""|5|40|75|""|""|""|72024978|124134674
0|1|1|""|75|162|250|""|""|""|72024978|124134675
0|2|3|""|2|4|5|""|""|""|72024978|124134676
0|2|3|""|2|4|5|""|""|""|72024979|124134677
0|2|3|""|5|40|75|""|""|""|72024979|124134678
0|1|1|""|75|162|250|""|""|""|72024979|124134679
0|2|3|""|2|4|5|""|""|""|72024980|124134680
0|2|3|""|5|40|75|""|""|""|72024980|124134681
0|2|3|""|5|40|75|""|""|""|72024981|124134682
0|2|3|""|2|4|5|""|""|""|72024981|124134683
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|72024964|124134636
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|72024964|124134637
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|72024962|124134632
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|72024962|124134633
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|72024963|124134634
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|72024963|124134635
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|72024960|124134628
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|72024960|124134629
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Indurated"|72024961|124134630
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Indurated"|72024961|124134631
0|1|1|""|2|4|5|""|""|""|72025182|124135031
0|1|1|""|5|40|75|""|""|""|72025182|124135032
0|1|1|""|2|4|5|""|""|""|72025183|124135033
0|1|1|""|5|40|75|""|""|""|72025183|124135034
0|1|1|""|5|40|75|""|""|""|72025184|124135035
0|1|1|""|2|4|5|""|""|""|72025184|124135036
0|1|1|""|5|40|75|""|""|""|72025185|124135037
0|1|1|""|2|4|5|""|""|""|72025185|124135038
0|1|2|""|2|4|5|""|""|""|72024984|124134687
0|1|1|""|5|40|75|""|""|""|72024984|124134688
0|1|2|""|5|40|75|""|""|""|72024983|124134684
0|5|9|""|2|4|5|""|""|""|72024983|124134685
0|1|2|""|75|162|250|""|""|""|72024983|124134686
0|1|1|""|5|40|75|""|""|""|72024985|124134689
0|1|2|""|2|4|5|""|""|""|72024985|124134690
0|1|2|""|5|40|75|""|""|""|72024937|124134586
0|1|2|""|75|162|250|""|""|""|72024937|124134587
0|5|9|""|2|4|5|""|""|""|72024937|124134588
0|1|1|""|5|40|75|""|""|""|72024938|124134589
0|1|2|""|2|4|5|""|""|""|72024938|124134590
0|1|2|""|2|4|5|""|""|""|72024939|124134591
0|1|1|""|5|40|75|""|""|""|72024939|124134592
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024698|124134166
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024698|124134167
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024698|124134168
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024696|124134160
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Very strongly coherent"|72024696|124134161
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024696|124134162
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024699|124134169
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024699|124134170
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024699|124134171
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024695|124134157
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024695|124134158
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024695|124134159
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024697|124134163
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024697|124134164
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024697|124134165
0|1|1|""|75|162|250|""|""|""|72025188|124135045
0|3|6|""|2|4|5|""|""|""|72025188|124135046
0|2|3|""|5|40|75|""|""|""|72025188|124135047
0|3|6|""|2|4|5|""|""|""|72025186|124135039
0|1|1|""|75|162|250|""|""|""|72025186|124135040
0|2|3|""|5|40|75|""|""|""|72025186|124135041
0|1|1|""|75|162|250|""|""|""|72025187|124135042
0|3|6|""|2|4|5|""|""|""|72025187|124135043
0|2|3|""|5|40|75|""|""|""|72025187|124135044
4|15|26|""|5|40|75|""|""|""|72025189|124135048
0|13|26|""|2|4|5|""|""|""|72025189|124135049
0|2|3|""|75|162|250|""|""|""|72025189|124135050
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024516|124133869
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024516|124133870
0|10|10|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024519|124133876
0|3|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024519|124133877
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72024519|124133878
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024515|124133867
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024515|124133868
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024517|124133871
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024517|124133872
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72024518|124133873
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72024518|124133874
0|7|10|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72024518|124133875
0|2|3|""|2|4|5|""|""|""|72024747|124134253
0|1|1|""|75|162|250|""|""|""|72024747|124134254
0|2|3|""|5|40|75|""|""|""|72024747|124134255
0|3|6|""|2|4|5|""|""|""|72024745|124134247
0|1|1|""|75|162|250|""|""|""|72024745|124134248
0|2|3|""|5|40|75|""|""|""|72024745|124134249
0|1|1|""|75|162|250|""|""|""|72024746|124134250
0|3|6|""|2|4|5|""|""|""|72024746|124134251
0|2|3|""|5|40|75|""|""|""|72024746|124134252
0|1|1|""|75|162|250|""|""|""|72024744|124134244
0|2|3|""|5|40|75|""|""|""|72024744|124134245
0|3|6|""|2|4|5|""|""|""|72024744|124134246
0|2|3|""|5|40|75|""|""|""|72024742|124134238
0|1|1|""|75|162|250|""|""|""|72024742|124134239
0|4|7|""|2|4|5|""|""|""|72024742|124134240
0|3|6|""|2|4|5|""|""|""|72024740|124134232
0|2|3|""|5|40|75|""|""|""|72024740|124134233
0|1|1|""|75|162|250|""|""|""|72024740|124134234
0|1|1|""|75|162|250|""|""|""|72024741|124134235
0|2|3|""|5|40|75|""|""|""|72024741|124134236
0|3|6|""|2|4|5|""|""|""|72024741|124134237
0|2|3|""|75|162|250|""|""|""|72024743|124134241
0|8|16|""|2|4|5|""|""|""|72024743|124134242
12|19|26|""|5|40|75|""|""|""|72024743|124134243
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024723|124134212
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024724|124134213
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024725|124134214
0|1|1|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024726|124134215
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72025019|124134745
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025019|124134746
0|1|1|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72025021|124134747
0|1|2|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72025021|124134748
0|1|1|""|5|40|75|""|""|""|72024751|124134258
0|1|2|""|2|4|5|""|""|""|72024751|124134259
0|1|2|""|2|4|5|""|""|""|72024750|124134256
0|1|1|""|5|40|75|""|""|""|72024750|124134257
0|3|6|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72024520|124133879
0|3|6|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72024520|124133880
0|2|3|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72024521|124133881
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72024521|124133882
0|2|3|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72024522|124133883
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72024522|124133884
0|2|3|"Iron-manganese nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72024523|124133885
0|2|3|"Iron-manganese nodules"|5|40|75|"Nonflat"|"Subangular"|"Very strongly coherent"|72024523|124133886
0|2|3|""|2|4|5|""|""|""|72025191|124135053
0|2|3|""|5|40|75|""|""|""|72025191|124135054
0|3|6|""|2|4|5|""|""|""|72025192|124135055
0|3|6|""|5|40|75|""|""|""|72025192|124135056
0|2|3|""|5|40|75|""|""|""|72025193|124135057
0|2|3|""|2|4|5|""|""|""|72025193|124135058
0|2|3|""|5|40|75|""|""|""|72025190|124135051
0|2|3|""|2|4|5|""|""|""|72025190|124135052
0|2|3|""|5|40|75|""|""|""|72024940|124134593
0|3|6|""|2|4|5|""|""|""|72024940|124134594
0|2|3|""|75|162|250|""|""|""|72024940|124134595
0|2|3|""|2|4|5|""|""|""|72025195|124135059
0|2|3|""|5|40|75|""|""|""|72025195|124135060
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025108|124134891
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025108|124134892
0|10|10|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025111|124134898
0|3|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025111|124134899
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72025111|124134900
0|5|9|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025109|124134893
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025109|124134894
0|7|10|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025110|124134895
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025110|124134896
0|1|1|"Ironstone nodules"|75|162|250|"Nonflat"|"Subangular"|"Strongly coherent"|72025110|124134897
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Strongly coherent"|72025107|124134889
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Strongly coherent"|72025107|124134890
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024495|124133845
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024495|124133846
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024497|124133847
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024500|124133850
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024498|124133848
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Very strongly coherent"|72024499|124133849
0|1|1|""|5|40|75|""|""|""|72024944|124134600
0|1|2|""|2|4|5|""|""|""|72024944|124134601
0|1|2|""|2|4|5|""|""|""|72024942|124134596
0|1|1|""|5|40|75|""|""|""|72024942|124134597
0|1|1|""|5|40|75|""|""|""|72024943|124134598
0|1|2|""|2|4|5|""|""|""|72024943|124134599
0|3|6|""|5|40|75|""|""|""|72024998|124134711
0|7|14|""|2|4|5|""|""|""|72024998|124134712
0|3|6|""|5|40|75|""|""|""|72024999|124134713
0|5|10|""|2|4|5|""|""|""|72024999|124134714
0|7|14|""|2|4|5|""|""|""|72024997|124134709
0|3|6|""|5|40|75|""|""|""|72024997|124134710
0|3|6|""|5|40|75|""|""|""|72025003|124134722
0|7|14|""|2|4|5|""|""|""|72025003|124134723
0|3|6|""|5|40|75|""|""|""|72025004|124134724
0|7|14|""|2|4|5|""|""|""|72025004|124134725
11|14|17|""|5|40|75|""|""|""|72025005|124134726
0|4|8|""|2|4|5|""|""|""|72025005|124134727
1|2|3|""|75|162|250|""|""|""|72025005|124134728
0|7|14|""|2|4|5|""|""|""|72024958|124134624
0|3|6|""|5|40|75|""|""|""|72024958|124134625
0|3|6|""|5|40|75|""|""|""|72024959|124134626
0|5|9|""|2|4|5|""|""|""|72024959|124134627
0|7|14|""|2|4|5|""|""|""|72024957|124134622
0|3|6|""|5|40|75|""|""|""|72024957|124134623
0|3|6|""|5|40|75|""|""|""|72025204|124135068
0|7|14|""|2|4|5|""|""|""|72025204|124135069
0|7|14|""|2|4|5|""|""|""|72025205|124135070
0|3|6|""|5|40|75|""|""|""|72025205|124135071
0|3|6|""|5|40|75|""|""|""|72025206|124135072
0|5|9|""|2|4|5|""|""|""|72025206|124135073
11|14|17|""|5|40|75|""|""|""|72025002|124134719
1|2|3|""|75|162|250|""|""|""|72025002|124134720
0|4|8|""|2|4|5|""|""|""|72025002|124134721
0|3|6|""|5|40|75|""|""|""|72025000|124134715
0|7|14|""|2|4|5|""|""|""|72025000|124134716
0|3|6|""|5|40|75|""|""|""|72025001|124134717
0|7|14|""|2|4|5|""|""|""|72025001|124134718
0|5|10|""|2|4|5|""|""|""|72024988|124134695
0|3|6|""|5|40|75|""|""|""|72024988|124134696
0|3|6|""|5|40|75|""|""|""|72024987|124134693
0|7|14|""|2|4|5|""|""|""|72024987|124134694
0|3|6|""|5|40|75|""|""|""|72024986|124134691
0|7|14|""|2|4|5|""|""|""|72024986|124134692
0|2|3|""|2|4|5|""|""|""|72024991|124134699
0|1|1|""|5|40|75|""|""|""|72024991|124134700
0|1|1|""|5|40|75|""|""|""|72024990|124134697
0|2|3|""|2|4|5|""|""|""|72024990|124134698
0|1|1|""|5|40|75|""|""|""|72024992|124134701
0|2|3|""|2|4|5|""|""|""|72024992|124134702
0|1|1|""|5|40|75|""|""|""|72024993|124134703
0|2|3|""|2|4|5|""|""|""|72024993|124134704
0|1|1|""|5|40|75|""|""|""|72024995|124134707
0|2|3|""|2|4|5|""|""|""|72024995|124134708
0|2|3|""|2|4|5|""|""|""|72024994|124134705
0|1|1|""|5|40|75|""|""|""|72024994|124134706
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Moderately coherent"|72025104|124134882
0|2|3|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Rounded"|"Strongly coherent"|72025104|124134883
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Moderately coherent"|72025105|124134884
0|2|3|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Rounded"|"Strongly coherent"|72025105|124134885
0|10|20|"Iron-manganese concretions"|2|4|5|"Nonflat"|"Rounded"|"Strongly coherent"|72025106|124134886
0|3|6|"Ironstone nodules"|5|40|75|"Nonflat"|"Subangular"|"Moderately coherent"|72025106|124134887
0|1|2|"Glauconitic sandstone fragments"|75|162|250|"Nonflat"|"Subangular"|"Weakly coherent"|72025106|124134888
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72024535|124133906
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72024535|124133907
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72024536|124133908
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72024536|124133909
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72024533|124133902
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72024533|124133903
0|3|6|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72024534|124133904
0|2|3|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72024534|124133905
0|2|3|"Ironstone nodules"|2|4|5|"Nonflat"|"Subrounded"|"Strongly coherent"|72024532|124133900
0|1|2|"Ironstone nodules"|5|40|75|"Nonflat"|"Subrounded"|"Strongly coherent"|72024532|124133901
0|1|2|""|5|40|75|""|""|""|72024946|124134604
0|2|3|""|2|4|5|""|""|""|72024946|124134605
0|3|6|""|2|4|5|""|""|""|72024947|124134606
0|2|3|""|5|40|75|""|""|""|72024947|124134607
0|1|2|""|5|40|75|""|""|""|72024945|124134602
0|2|3|""|2|4|5|""|""|""|72024945|124134603
0|5|9|""|2|4|5|""|""|""|72025198|124135061
0|5|9|""|2|4|5|""|""|""|72025199|124135062
0|5|9|""|2|4|5|""|""|""|72025200|124135063
0|2|5|"Ironstone nodules"|2|4|5|"Nonflat"|"Subangular"|"Very strongly coherent"|72025175|124135013
